PS1_mean,PS1_std,PS1_q50,PS1_iqr,PS2_iqr,PS2_max_diff,PS3_mean,PS3_std,PS3_kurt,PS3_skew,PS3_peak,PS3_max,PS4_mean,PS4_std,PS4_kurt,PS4_skew,PS4_max,PS5_mean,PS5_std,PS6_std,EPS1_mean,EPS1_q50,EPS1_q75,FS1_std,FS1_max_diff,FS2_mean,FS2_std,TS1_std,TS2_std,TS3_std,TS4_std,VS1_mean,VS1_std,VS1_kurt,VS1_skew,VS1_max,CE_mean,CE_std,CP_mean,CP_std,CP_kurt,CP_skew,SE_mean,SE_std,fault_score
160.67349166666665,13.938543684923618,156.25,15.120000000000005,10.349999999999994,62.086000000000006,1.9914753333333333,0.9456260217751108,6.528604591771868,-0.3736720753908903,8.047524666666666,10.039,0.0,0.0,0.0,0.0,0.0,9.8421695,0.04547528783727592,0.04543293227250152,2538.929166666667,2479.8,2618.8,3.012913997131072,14.883,10.304201346666664,0.04116948977612033,0.3056504807601145,0.1530104970981479,0.083950479781569,0.6721382677601282,0.57695,0.0268517069600177,-1.2810314569195864,-0.0461397501843156,0.624,39.60135,2.0270062721699587,1.86275,0.145655712716548,-1.4240726391139265,-0.3544359728020991,59.15718333333334,23.56511874819197,0.2425
160.60332,14.117790860386055,156.06,15.130000000000024,10.25,61.953,1.9762343333333328,0.941888525651818,6.956540162190337,-0.3128918997907374,8.015765666666667,9.992,0.0,0.0,0.0,0.0,0.0,9.635142166666666,0.0383886044980219,0.0363130396961232,2531.4989,2470.0,2607.8,3.003741882903445,10.514,10.304201346666664,0.0191458959193754,0.5270098691079659,0.3354040034876681,0.1754400150732124,0.4316696447773714,0.56585,0.0270128518795529,-0.1529284284041225,0.7906953274492519,0.626,25.78643333333333,1.6720192320132632,1.2555500000000002,0.0739807238407411,-1.144306436156768,0.4126406841851013,59.33561666666665,23.65826676174149,0.2425
160.34772,14.19143577660837,155.72,15.28,10.08999999999999,58.56200000000001,1.972224,0.9434222065565342,8.221050737054345,-0.1960718172464917,8.941776,10.914,0.0,0.0,0.0,0.0,0.0,9.530547833333332,0.0358136665530384,0.0360279874815708,2519.928,2457.4,2597.6,3.0117353789574355,12.37,10.304201346666664,0.0263392134785127,0.5270098691079659,0.3837149335356013,0.2490316864042268,0.2914298557686449,0.5765333333333333,0.0364218188575047,0.0609731011348904,0.9582273181523054,0.662,22.21823333333333,0.6330032218629612,1.1132166666666663,0.0230688040917213,-0.8486199933248733,0.2519999072918929,59.54315,23.72318135202008,0.2425
160.18808833333333,14.22661726115982,155.56,15.310000000000002,10.060000000000016,58.887,1.9465755,0.9354562410751326,7.8909233047406735,-0.1662421163216213,8.3504245,10.297,0.0,0.0,0.0,0.0,0.0,9.438826666666667,0.0370654909885492,0.037371785655536,2511.5416333333333,2448.0,2587.8,3.017657695814476,13.961,10.302678333333333,0.0267273554725408,0.5118562110918783,0.3837149335356013,0.2830451725824377,0.2602009138253663,0.5692666666666667,0.0331837644371795,-0.0731494219082735,1.033801815090331,0.645,20.45981666666667,0.451941127864632,1.0734331333333331,0.024415039763774,-1.0213380141005444,-0.0279613977466774,59.7949,23.821971717093447,0.2425
160.00047166666667,14.275244294262144,155.34,15.300000000000011,9.982499999999987,59.033,1.922707,0.9302579501502078,9.740375034521378,0.0179964619461202,9.179293,11.102,0.0,0.0,0.0,0.0,0.0,9.358762,0.0297766075300729,0.028590064567472,2503.4495,2440.6,2579.6,3.00903958153825,17.075000000000003,10.23775,0.0291461403962857,0.5270098691079659,0.3696494566928691,0.2894747308946172,0.2375657593172886,0.5773666666666666,0.0332033967472539,0.1374998592582668,0.8164690060987025,0.66,19.787016666666677,0.2877283146573441,1.0734331333333331,0.0212974698549433,-0.2817891771538527,-0.4945177186032485,59.455266666666674,23.771653460839072,0.2425
159.92021,14.274880960013876,155.23,15.319999999999991,9.870000000000005,58.734,1.9132845,0.9325252332027,10.323991446379573,0.1218067779974916,9.5397155,11.453,0.0,0.0,0.0,0.0,0.0,9.301159666666669,0.0310682502439745,0.0302238626088724,2501.0070666666666,2437.8,2577.8,3.002352384845738,13.708000000000002,10.17872,0.0224284402786581,0.5062072508699708,0.3668736427194272,0.2641018800681952,0.211212599582085,0.5726833333333333,0.0304743015597659,-0.867716429363806,0.5446138546301106,0.643,19.149683333333336,0.2749653003360403,1.0734331333333331,0.0209549450541446,-0.250938172241149,-0.3214980876064,59.563333333333325,23.781476893208765,0.2425
159.672675,14.369921002834648,154.97,15.419999999999987,10.010000000000003,56.461000000000006,1.888099666666667,0.9157232984913558,8.201142940327305,-0.0663057561296678,8.423900333333332,10.312,0.0,0.0,0.0,0.0,0.0,9.233941833333333,0.0255131492235975,0.0255394530084773,2494.4169,2431.6,2572.2,3.010004221141374,11.449,10.140809999999998,0.0175919650219449,0.5062107916229714,0.3392976258226523,0.200259672397837,0.1926808847118291,0.5730333333333333,0.032612863855983,-0.0525291697422369,0.6814648485999496,0.649,18.66638333333333,0.2363011561310882,1.081683333333333,0.0125465688093952,0.0800666879565525,0.0526982739914833,59.7899,23.83891931114608,0.2425
159.61445166666667,14.38630497380514,154.91,15.25,10.399999999999991,60.00699999999999,1.874894166666667,0.9174831916531072,8.633491340597274,0.0266607686018778,8.523105833333332,10.398,0.0,0.0,0.0,0.0,0.0,9.194159166666669,0.0264646902993194,0.0273104030845186,2489.421533333333,2425.8,2568.0,3.0022095722909743,12.837999999999996,10.095978333333331,0.0188050843449909,0.4785368626228168,0.3208012035859935,0.1579549610560627,0.1699660717777389,0.5720000000000002,0.0376315470494282,0.7284731152746655,1.2407765347879658,0.669,18.17843333333333,0.3327940487582205,1.0787,0.0183832351160869,0.0603161078450664,-0.72771794151607,59.59061666666666,23.76180540004741,0.2425
159.475745,14.429087721623578,154.77,15.240000000000007,10.429999999999993,61.778000000000006,1.8581203333333332,0.9142777168453188,9.497860501352648,0.1339956011530068,8.930879666666666,10.789,0.0,0.0,0.0,0.0,0.0,9.144616166666667,0.0237560414485569,0.024529826062141,2484.4190666666664,2421.6,2561.8,3.011321005306014,17.01,10.039709999999998,0.0192910834325083,0.451701800294054,0.3104321915580851,0.1760250574018748,0.1772059504895047,0.5670666666666668,0.0322892482965391,0.2832195476299652,0.9075679932378842,0.65,18.334866666666667,0.3557913464689975,1.1150833333333334,0.0226636946580992,-0.0200219527578959,0.8225493392000547,59.60888333333333,23.79446201681648,0.2425
159.43799666666666,14.414316314691757,154.77,15.149999999999975,10.5,62.628000000000014,1.8410633333333333,0.9114784224848966,9.62268845975725,0.1870073143269027,8.916936666666665,10.758,0.0,0.0,0.0,0.0,0.0,9.1048315,0.0239589115170813,0.0238986879323716,2480.4348666666665,2417.4,2555.8,3.008136214762667,18.934,9.997761666666666,0.0156640202552076,0.452845380774596,0.3152361174139502,0.1733894909028672,0.1650550842395756,0.5716833333333333,0.0315481070043125,0.0494847509864557,0.5867539742667057,0.653,18.20573333333333,0.2418571800785652,1.129133333333333,0.0150736709382802,-0.5060055761294939,0.6173408805910929,59.47373333333333,23.768681663670137,0.2425
