dataset,method,experiment,seed,expr_id,expression,complexity,depth,expr_length,num_gates,num_AND,num_OR,num_soft,num_pair,num_gate_expr
ICU_composite_risk_score,lgo,base,1,0,"sqrt(sub(log(mul(div(div(mul(mul(pow(log(zero), id(lactate_mmol_l)), log(zero)), pow(mul(-0.159460309456478, -1.8879817953264604), log(zero))), id(lactate_mmol_l)), id(lactate_mmol_l)), mul(pow(log(zero), id(lactate_mmol_l)), log(zero)))), pow(mul(sqrt(pow(pow(id(vasopressor_use_std), log(id(vasopressor_use_std))), id(vasopressor_use_std))), log(zero)), pow(id(vasopressor_use_std), sub(sqrt(pow(id(idF(idF(creatinine_mg_dl))), zero)), pow(mul(pow(log(zero), id(lactate_mmol_l)), log(zero)), pow(log(zero), id(lactate_mmol_l))))))))",72,10,534,0,0,0,0,0,0
ICU_composite_risk_score,lgo,base,1,1,"sqrt(sub(log(mul(div(div(mul(mul(pow(log(zero), id(lactate_mmol_l)), log(zero)), pow(mul(-0.159460309456478, -1.8879817953264604), log(zero))), id(lactate_mmol_l)), id(lactate_mmol_l)), mul(pow(log(zero), id(lactate_mmol_l)), log(zero)))), pow(mul(sqrt(pow(pow(id(vasopressor_use_std), zero), id(lactate_mmol_l))), log(zero)), pow(id(vasopressor_use_std), sub(sqrt(pow(id(idF(idF(creatinine_mg_dl))), zero)), pow(mul(pow(log(zero), id(lactate_mmol_l)), log(zero)), pow(log(zero), id(lactate_mmol_l))))))))",70,10,505,0,0,0,0,0,0
ICU_composite_risk_score,lgo,base,1,2,"sqrt(sub(log(mul(div(div(mul(mul(pow(log(zero), id(lactate_mmol_l)), log(zero)), pow(mul(-0.159460309456478, -1.8879817953264604), log(zero))), id(lactate_mmol_l)), id(lactate_mmol_l)), mul(pow(log(zero), id(lactate_mmol_l)), log(zero)))), pow(mul(sqrt(pow(pow(id(vasopressor_use_std), log(one)), id(lactate_mmol_l))), log(zero)), pow(id(vasopressor_use_std), sub(sqrt(pow(id(idF(idF(creatinine_mg_dl))), zero)), pow(mul(pow(log(zero), id(lactate_mmol_l)), log(zero)), pow(log(zero), id(lactate_mmol_l))))))))",71,10,509,0,0,0,0,0,0
ICU_composite_risk_score,lgo,base,1,3,"sqrt(sub(log(mul(div(div(mul(mul(pow(log(zero), id(lactate_mmol_l)), log(zero)), pow(mul(-0.159460309456478, -1.8879817953264604), log(zero))), id(lactate_mmol_l)), id(lactate_mmol_l)), mul(pow(log(zero), id(lactate_mmol_l)), log(zero)))), pow(mul(sqrt(pow(pow(id(vasopressor_use_std), log(one)), id(vasopressor_use_std))), log(zero)), pow(id(vasopressor_use_std), sub(sqrt(pow(id(idF(idF(creatinine_mg_dl))), zero)), pow(mul(pow(log(zero), id(lactate_mmol_l)), log(zero)), pow(log(zero), id(lactate_mmol_l))))))))",71,10,514,0,0,0,0,0,0
ICU_composite_risk_score,lgo,base,1,4,"sqrt(sub(log(mul(div(div(mul(mul(pow(log(zero), id(lactate_mmol_l)), log(zero)), pow(mul(-0.159460309456478, -1.8879817953264604), log(zero))), id(lactate_mmol_l)), id(lactate_mmol_l)), mul(pow(log(zero), id(lactate_mmol_l)), log(zero)))), pow(mul(sqrt(pow(pow(id(vasopressor_use_std), log(one)), id(vasopressor_use_std))), log(zero)), pow(id(vasopressor_use_std), sub(sqrt(pow(id(creatinine_mg_dl), zero)), pow(mul(pow(log(zero), id(lactate_mmol_l)), log(zero)), pow(log(zero), id(lactate_mmol_l))))))))",69,10,504,0,0,0,0,0,0
ICU_composite_risk_score,lgo,base,1,5,"sqrt(sub(log(mul(div(div(mul(mul(pow(log(zero), id(lactate_mmol_l)), log(zero)), pow(mul(-0.159460309456478, -1.8879817953264604), log(zero))), id(lactate_mmol_l)), id(lactate_mmol_l)), mul(pow(log(zero), id(lactate_mmol_l)), log(zero)))), pow(mul(sqrt(pow(pow(id(vasopressor_use_std), log(one)), id(lactate_mmol_l))), log(zero)), pow(id(vasopressor_use_std), sub(sqrt(pow(id(idF(creatinine_mg_dl)), zero)), pow(mul(pow(log(zero), id(lactate_mmol_l)), log(zero)), pow(log(zero), id(lactate_mmol_l))))))))",70,10,504,0,0,0,0,0,0
ICU_composite_risk_score,lgo,base,1,6,"sqrt(sub(log(mul(div(div(mul(mul(pow(log(zero), id(lactate_mmol_l)), log(zero)), pow(mul(-0.159460309456478, -1.8879817953264604), log(zero))), id(lactate_mmol_l)), id(lactate_mmol_l)), mul(pow(log(zero), id(lactate_mmol_l)), log(zero)))), pow(mul(sqrt(pow(pow(id(vasopressor_use_std), log(one)), id(vasopressor_use_std))), log(zero)), pow(id(vasopressor_use_std), sub(sqrt(pow(id(idF(creatinine_mg_dl)), zero)), pow(mul(pow(log(zero), id(lactate_mmol_l)), log(zero)), pow(log(zero), id(lactate_mmol_l))))))))",70,10,509,0,0,0,0,0,0
ICU_composite_risk_score,lgo,base,1,7,"sqrt(sub(log(mul(div(div(mul(mul(pow(log(zero), id(lactate_mmol_l)), log(zero)), pow(mul(-0.159460309456478, -1.8879817953264604), log(zero))), id(lactate_mmol_l)), id(lactate_mmol_l)), mul(pow(log(zero), id(lactate_mmol_l)), log(zero)))), pow(mul(sqrt(pow(pow(id(vasopressor_use_std), log(one)), id(creatinine_mg_dl))), log(zero)), pow(id(vasopressor_use_std), sub(sqrt(pow(id(idF(idF(creatinine_mg_dl))), zero)), pow(mul(pow(log(zero), id(lactate_mmol_l)), log(zero)), pow(log(zero), id(lactate_mmol_l))))))))",71,10,511,0,0,0,0,0,0
ICU_composite_risk_score,lgo,base,1,8,"sqrt(sub(log(mul(div(div(mul(mul(pow(log(zero), id(lactate_mmol_l)), log(zero)), pow(mul(-0.159460309456478, -1.8879817953264604), log(zero))), id(lactate_mmol_l)), id(lactate_mmol_l)), mul(pow(log(zero), id(lactate_mmol_l)), log(zero)))), pow(mul(sqrt(pow(pow(id(vasopressor_use_std), log(one)), id(vasopressor_use_std))), log(zero)), pow(id(vasopressor_use_std), sub(sqrt(pow(id(idF(idF(creatinine_mg_dl))), zero)), pow(mul(pow(log(div(zero, -0.9966326371417364)), id(lactate_mmol_l)), log(zero)), pow(log(zero), id(lactate_mmol_l))))))))",73,10,540,0,0,0,0,0,0
ICU_composite_risk_score,lgo,base,1,9,"sqrt(sub(log(mul(div(div(mul(mul(pow(log(zero), id(lactate_mmol_l)), log(zero)), pow(mul(-0.159460309456478, -1.8879817953264604), log(zero))), id(lactate_mmol_l)), id(lactate_mmol_l)), mul(pow(log(zero), id(lactate_mmol_l)), log(zero)))), pow(mul(sqrt(pow(pow(id(vasopressor_use_std), log(one)), id(lactate_mmol_l))), log(pow(zero, one))), pow(id(vasopressor_use_std), sub(sqrt(pow(id(creatinine_mg_dl), zero)), pow(mul(pow(log(zero), id(lactate_mmol_l)), log(zero)), pow(log(zero), id(lactate_mmol_l))))))))",71,10,509,0,0,0,0,0,0
